id,month,day,hour,weekday,fatal_injuries,serious_injuries,minor_injuries,latitude,longitude,municipality,street
17953,Jul,6,17,Thursday,0,0,1,38.74419,-9.149358,Lisboa,Ciclovia Avenida da República
17989,Jul,6,21,Thursday,0,0,1,38.743158,-9.114293,Lisboa,Avenida João Paulo II
18002,Jul,7,7,Friday,0,0,1,38.735058,-9.151948,Lisboa,Rua Marquês de Fronteira
18020,Jul,7,10,Friday,0,0,1,38.729748,-9.162806,Lisboa,Travessa das Irmãzinhas dos Pobres
18040,Jul,7,12,Friday,0,0,1,38.704465,-9.189272,Lisboa,Rua Aliança Operária
18047,Jul,7,13,Friday,0,0,1,38.753626,-9.160135,Lisboa,Avenida 5 de Outubro
18060,Jul,7,15,Friday,0,0,1,38.709894,-9.133956,Lisboa,Largo da Sé
18072,Jul,7,17,Friday,0,0,1,38.735136,-9.165296,Lisboa,Rua de Campolide
18101,Jul,7,19,Friday,0,0,1,38.767666,-9.09775,Lisboa,Avenida Dom João II
18103,Jul,7,19,Friday,0,0,2,38.726696,-9.144889,Lisboa,Rua do Conde de Redondo
18117,Jul,7,21,Friday,0,0,1,38.731034,-9.150958,Lisboa,Avenida António Augusto de Aguiar
18119,Jul,7,22,Friday,0,0,1,38.714499,-9.162202,Lisboa,Rua Domingos Sequeira
18162,Jul,8,12,Saturday,0,0,1,38.72339,-9.182253,Lisboa,Estrada da Pimenteira
18183,Jul,8,16,Saturday,0,0,1,38.706058,-9.150869,Lisboa,Rua da Cintura do Porto de Lisboa
18236,Jul,9,8,Sunday,0,0,1,38.727674,-9.167617,Lisboa,Rua 2
18270,Jul,9,13,Sunday,0,0,1,38.737573,-9.133557,Lisboa,Avenida Almirante Reis
18297,Jul,9,18,Sunday,0,0,1,38.707601,-9.150468,Lisboa,Rua do Instituto Industrial
18311,Jul,9,19,Sunday,0,0,1,38.750503,-9.203034,Lisboa,Rua Emília das Neves
18327,Jul,9,21,Sunday,0,0,1,38.76081,-9.120554,Lisboa,Avenida Engenheiro Duarte Pacheco
21581,Aug,7,2,Monday,0,0,1,38.732945,-9.13159,Lisboa,Rua Morais Soares
21669,Aug,7,17,Monday,0,0,1,38.728243,-9.124279,Lisboa,Avenida Mouzinho de Albuquerque
21715,Aug,8,0,Tuesday,0,0,1,38.738804,-9.150652,Lisboa,Avenida Marquês de Tomar
21762,Aug,8,14,Tuesday,0,0,1,38.767509,-9.099585,Lisboa,Praça do Oriente
21780,Aug,8,17,Tuesday,0,0,1,38.748228,-9.180775,Lisboa,Rua Maestro Frederico de Freitas
21790,Aug,8,18,Tuesday,0,1,0,38.763779,-9.153569,Lisboa,Rua Agostinho Neto
21798,Aug,8,18,Tuesday,0,0,1,38.721347,-9.128945,Lisboa,Rua de Sapadores
21804,Aug,8,19,Tuesday,0,0,1,38.725148,-9.172377,Lisboa,Avenida de Ceuta
21823,Aug,9,5,Wednesday,0,0,1,38.779911,-9.125804,Lisboa,Rua C
21868,Aug,9,15,Wednesday,0,0,1,38.733805,-9.107374,Lisboa,Calçada do Duque de Lafões
21887,Aug,9,17,Wednesday,0,0,1,38.725424,-9.208368,Lisboa,Estrada da Circunvalação
21905,Aug,9,19,Wednesday,0,0,1,38.724743,-9.135138,Lisboa,Avenida Almirante Reis
22086,Aug,11,10,Friday,0,0,1,38.730716,-9.107586,Lisboa,Beco do Grilo
22101,Aug,11,11,Friday,0,0,1,38.75445,-9.18538,Lisboa,Avenida Eusébio da Silva Ferreira/2ª Circular
22122,Aug,11,15,Friday,0,0,1,38.734524,-9.157978,Lisboa,Rua Fialho de Almeida
22175,Aug,11,19,Friday,0,0,1,38.780123,-9.16391,Lisboa,Rua Professor José Pinto Correia
22207,Aug,12,3,Saturday,0,0,2,38.702624,-9.1731,Lisboa,Avenida de Brasília
22219,Aug,12,7,Saturday,0,0,1,38.741841,-9.167627,Lisboa,Praça Marechal Humberto Delgado
22253,Aug,12,12,Saturday,0,0,1,38.703736,-9.206487,Lisboa,Rua Gonçalves Zarco
22260,Aug,12,13,Saturday,0,0,1,38.768557,-9.101757,Lisboa,Avenida Aquilino Ribeiro Machado
22275,Aug,12,16,Saturday,0,0,2,38.736888,-9.158298,Lisboa,Avenida Calouste Gulbenkian
22282,Aug,12,16,Saturday,0,0,4,38.72479,-9.184631,Lisboa,Autoestrada da Costa do Estoril
22329,Aug,13,4,Sunday,0,0,1,38.720119,-9.117312,Lisboa,Avenida Mouzinho de Albuquerque
22378,Aug,13,14,Sunday,0,0,1,38.745056,-9.187224,Lisboa,Rua Conde de Almoster
22380,Aug,13,15,Sunday,0,0,1,38.740394,-9.154609,Lisboa,Avenida Engenheiro Duarte Pacheco
24668,Sep,4,7,Monday,0,0,1,38.706046,-9.150865,Lisboa,Rua da Cintura do Porto de Lisboa
24674,Sep,4,7,Monday,0,0,1,38.730051,-9.170157,Lisboa,Eixo Norte-Sul
24676,Sep,4,8,Monday,0,0,1,38.753979,-9.195933,Lisboa,Avenida Marechal Teixeira Rebelo
24682,Sep,4,9,Monday,0,0,1,38.737945,-9.147981,Lisboa,Avenida Visconde de Valmor
24686,Sep,4,10,Monday,0,0,1,38.716983,-9.137179,Lisboa,Rua José António Serrano
24702,Sep,4,12,Monday,0,0,1,38.727591,-9.140569,Lisboa,Rua de Dona Estefânia
24743,Sep,4,15,Monday,0,0,1,38.759163,-9.156347,Lisboa,Campo Grande
24804,Sep,4,22,Monday,0,0,1,38.725057,-9.152849,Lisboa,Rua Joaquim António de Aguiar
24827,Sep,5,8,Tuesday,0,0,1,38.73979,-9.168926,Lisboa,Rua Francisco Gentil Martins
24866,Sep,5,15,Tuesday,0,0,1,38.760654,-9.096207,Lisboa,Alameda dos Oceanos
24888,Sep,5,19,Tuesday,0,0,1,38.731581,-9.134315,Lisboa,Avenida Almirante Reis
24901,Sep,5,23,Tuesday,0,0,1,38.723683,-9.165859,Lisboa,Rua do Arco do Carvalhão
24908,Sep,6,8,Wednesday,0,0,1,38.70934,-9.129024,Lisboa,Ciclovia Ribeirinha Terminal de Cruzeiros
24921,Sep,6,9,Wednesday,0,0,1,38.753254,-9.143884,Lisboa,Praça de Alvalade
24935,Sep,6,13,Wednesday,0,0,2,38.714022,-9.125258,Lisboa,Calçada do Cascão
24941,Sep,6,14,Wednesday,0,0,1,38.759341,-9.111564,Lisboa,Rua de Mocímboa da Praia
24954,Sep,6,16,Wednesday,0,0,1,38.754161,-9.190536,Lisboa,Avenida Lusíada
24960,Sep,6,17,Wednesday,0,0,1,38.709269,-9.177988,Lisboa,Acesso à Ponte 25 de Abril
24974,Sep,6,18,Wednesday,0,0,1,38.716389,-9.142318,Lisboa,Praça dos Restauradores
24981,Sep,6,20,Wednesday,0,0,1,38.705776,-9.185138,Lisboa,Calçada da Tapada
24996,Sep,7,8,Thursday,0,0,2,38.756604,-9.181138,Lisboa,Avenida Eusébio da Silva Ferreira/2ª Circular
25100,Sep,8,9,Friday,0,0,1,38.737133,-9.128694,Lisboa,Rua Barão de Sabrosa
25106,Sep,8,11,Friday,0,1,0,38.762136,-9.116372,Lisboa,Rua Cidade de Bolama
25107,Sep,8,11,Friday,0,1,2,38.750401,-9.206603,Lisboa,Rua Doutor Cunha Seixas
25130,Sep,8,15,Friday,0,0,1,38.723045,-9.175674,Lisboa,Eixo Norte-Sul
25144,Sep,8,17,Friday,0,0,1,38.762928,-9.107476,Lisboa,Avenida de Pádua
25180,Sep,8,23,Friday,0,0,1,38.724897,-9.184912,Lisboa,Autoestrada da Costa do Estoril
25241,Sep,9,14,Saturday,0,0,1,38.761759,-9.115017,Lisboa,Rua Cidade de Bolama
25290,Sep,9,22,Saturday,0,0,2,38.726389,-9.145318,Lisboa,Rua Luciano Cordeiro
25349,Sep,10,15,Sunday,0,0,1,38.762048,-9.130689,Lisboa,Avenida do Brasil
25354,Sep,10,16,Sunday,0,0,1,38.720333,-9.145704,Lisboa,Avenida da Liberdade
25366,Sep,10,17,Sunday,0,0,1,38.724369,-9.140047,Lisboa,Rua Gomes Freire
25367,Sep,10,18,Sunday,0,0,1,38.758637,-9.180384,Lisboa,Estrada da Luz
27714,Oct,2,1,Monday,0,0,1,38.72149,-9.128855,Lisboa,Avenida General Roçadas
27716,Oct,2,1,Monday,0,0,1,38.711311,-9.153657,Lisboa,Avenida Dom Carlos I
27731,Oct,2,8,Monday,0,0,1,38.775211,-9.150334,Lisboa,Rua José Cardoso Pires
27775,Oct,2,16,Monday,0,0,1,38.705183,-9.18393,Lisboa,Rua Jau
27807,Oct,2,19,Monday,0,0,1,38.760412,-9.148911,Lisboa,Rua das Murtas
27866,Oct,3,13,Tuesday,0,0,3,38.775223,-9.160729,Lisboa,Eixo Norte-Sul
27867,Oct,3,14,Tuesday,0,0,2,38.751699,-9.158944,Lisboa,Alameda da Universidade
27877,Oct,3,15,Tuesday,0,0,1,38.718503,-9.152705,Lisboa,Rua da Escola Politécnica
27912,Oct,3,20,Tuesday,0,0,1,38.722822,-9.151593,Lisboa,Rua Castilho
27918,Oct,3,21,Tuesday,0,0,1,38.72273,-9.169907,Lisboa,Avenida Engenheiro Duarte Pacheco
27919,Oct,3,21,Tuesday,0,0,1,38.764017,-9.157893,Lisboa,Ciclovia Rua Fernando Fonseca
27920,Oct,3,21,Tuesday,0,0,1,38.700626,-9.209422,Lisboa,Rua de Alcolena
27923,Oct,3,22,Tuesday,0,0,2,38.735079,-9.145047,Lisboa,Avenida Duque de Ávila
27929,Oct,4,6,Wednesday,0,0,1,38.72408,-9.179386,Lisboa,Autoestrada da Costa do Estoril
27940,Oct,4,8,Wednesday,0,0,1,38.745586,-9.139725,Lisboa,Avenida Frei Miguel Contreiras
27952,Oct,4,10,Wednesday,0,0,1,38.761373,-9.179711,Lisboa,Rua Padre Américo
27960,Oct,4,12,Wednesday,0,0,2,38.722422,-9.128761,Lisboa,Avenida General Roçadas
27964,Oct,4,13,Wednesday,0,0,1,38.745761,-9.169586,Lisboa,Praça Marechal Humberto Delgado
27977,Oct,4,15,Wednesday,0,0,1,38.793129,-9.15536,Lisboa,Rua do Grafanil
27984,Oct,4,16,Wednesday,0,0,1,38.716242,-9.135725,Lisboa,Rua da Senhora da Saúde
27989,Oct,4,17,Wednesday,0,0,1,38.713965,-9.122142,Lisboa,Avenida Infante Dom Henrique
28067,Oct,5,10,Thursday,0,0,1,38.775223,-9.160729,Lisboa,Eixo Norte-Sul
28068,Oct,5,10,Thursday,0,0,1,38.69892,-9.205613,Lisboa,Rua dos Jerónimos
28110,Oct,5,19,Thursday,0,0,1,38.760225,-9.15323,Lisboa,Avenida Marechal Craveiro Lopes/2ª Circular
28114,Oct,5,20,Thursday,0,0,1,38.769768,-9.194869,Lisboa,Estrada Militar
28168,Oct,6,13,Friday,0,0,2,38.697327,-9.194708,Lisboa,Rua da Junqueira
28174,Oct,6,14,Friday,0,0,1,38.733642,-9.145481,Lisboa,Ciclovia da Avenida Fontes Pereira de Melo
28175,Oct,6,14,Friday,0,0,1,38.713818,-9.122306,Lisboa,Avenida Infante Dom Henrique
28182,Oct,6,15,Friday,0,0,1,38.72196,-9.135366,Lisboa,Avenida Almirante Reis
28192,Oct,6,17,Friday,0,0,1,38.745914,-9.119701,Lisboa,Avenida Vergílio Ferreira
28193,Oct,6,17,Friday,0,0,1,38.758624,-9.160114,Lisboa,Avenida Padre Cruz
28195,Oct,6,17,Friday,0,0,1,38.795785,-9.098775,Lisboa,Viaduto sobre o Rio Trancão
28218,Oct,6,20,Friday,0,0,1,38.784054,-9.130106,Lisboa,Rua Salgueiro Maia
28220,Oct,6,21,Friday,0,0,1,38.72528,-9.186147,Lisboa,Autoestrada da Costa do Estoril
28222,Oct,6,21,Friday,0,0,1,38.74514,-9.198184,Lisboa,Avenida Gomes Pereira
28281,Oct,7,16,Saturday,0,0,1,38.765548,-9.097935,Lisboa,Avenida Dom João II
28304,Oct,7,20,Saturday,0,0,1,38.754299,-9.197711,Lisboa,Estrada dos Arneiros
28322,Oct,8,4,Sunday,0,0,1,38.70614,-9.149814,Lisboa,Rua da Cintura do Porto de Lisboa
28328,Oct,8,8,Sunday,0,0,1,38.775336,-9.155884,Lisboa,Avenida David Mourão-Ferreira
28350,Oct,8,12,Sunday,0,0,1,38.709788,-9.151846,Lisboa,Rua do Poço dos Negros
28359,Oct,8,15,Sunday,0,0,2,38.732454,-9.158166,Lisboa,Corredor Verde Monsanto-Parque Eduardo VII
28381,Oct,8,18,Sunday,0,0,1,38.731381,-9.135475,Lisboa,Rua Pascoal de Melo
31177,Nov,6,0,Monday,0,0,1,38.704968,-9.163343,Lisboa,Rua do Olival
31217,Nov,6,13,Monday,0,0,1,38.716649,-9.136428,Lisboa,Rua da Palma
31248,Nov,6,17,Monday,0,0,1,38.737727,-9.142363,Lisboa,Avenida António José de Almeida
31250,Nov,6,17,Monday,0,0,1,38.741248,-9.147135,Lisboa,Avenida de Berna
31255,Nov,6,18,Monday,0,0,1,38.767857,-9.107284,Lisboa,Avenida de Berlim
31260,Nov,6,19,Monday,0,0,1,38.727583,-9.109497,Lisboa,Rua da Manutenção
31271,Nov,6,20,Monday,0,0,1,38.720873,-9.15651,Lisboa,Rua Dom João V
31273,Nov,6,21,Monday,0,0,1,38.710353,-9.204938,Lisboa,Estrada de Caselas
31282,Nov,7,6,Tuesday,0,0,1,38.78217,-9.125373,Lisboa,Rua D
31301,Nov,7,8,Tuesday,0,0,1,38.706169,-9.153316,Lisboa,Avenida de Brasília
31304,Nov,7,9,Tuesday,0,0,1,38.747001,-9.16589,Lisboa,Eixo Norte-Sul
31306,Nov,7,9,Tuesday,0,0,3,38.785968,-9.100124,Lisboa,Rotunda República da Colômbia
31307,Nov,7,9,Tuesday,0,0,1,38.743269,-9.196677,Lisboa,Avenida General Correia Barreto/Radial de Benfica
31315,Nov,7,10,Tuesday,0,0,1,38.750252,-9.118951,Lisboa,Avenida Cidade de Bratislava
31328,Nov,7,13,Tuesday,0,0,1,38.775168,-9.097486,Lisboa,Praça do Venturoso
31360,Nov,7,20,Tuesday,0,0,1,38.741685,-9.118423,Lisboa,Avenida Carlos Pinhão
31393,Nov,8,10,Wednesday,0,1,0,38.727281,-9.144072,Lisboa,Rua do Conde de Redondo
31416,Nov,8,14,Wednesday,0,0,1,38.744253,-9.18937,Lisboa,Avenida General Correia Barreto/Radial de Benfica
31445,Nov,8,17,Wednesday,0,0,1,38.733292,-9.15409,Lisboa,Avenida António Augusto Aguiar
31455,Nov,8,18,Wednesday,0,0,1,38.72385,-9.196501,Lisboa,Autoestrada da Costa do Estoril
31479,Nov,8,22,Wednesday,0,0,1,38.754588,-9.185176,Lisboa,Avenida Eusébio da Silva Ferreira/2ª Circular
31506,Nov,9,9,Thursday,0,0,1,38.742437,-9.143847,Lisboa,Campo Pequeno
31513,Nov,9,9,Thursday,0,0,1,38.72444,-9.18124,Lisboa,Autoestrada da Costa do Estoril
31528,Nov,9,12,Thursday,0,0,2,38.741353,-9.168525,Lisboa,Avenida Engenheiro Duarte Pacheco
31551,Nov,9,17,Thursday,0,0,1,38.755499,-9.131615,Lisboa,Rua Francisco Franco
31583,Nov,10,1,Friday,0,0,1,38.718165,-9.137094,Lisboa,Rua José António Serrano
31592,Nov,10,8,Friday,0,0,1,38.708831,-9.138825,Lisboa,Rua de São Julião
31645,Nov,10,17,Friday,0,0,2,38.709552,-9.177899,Lisboa,Ponte 25 de Abril
31656,Nov,10,18,Friday,0,0,1,38.719691,-9.155682,Lisboa,Largo do Rato
31672,Nov,10,20,Friday,0,0,1,38.747812,-9.151445,Lisboa,Avenida das Forças Armadas
31680,Nov,10,22,Friday,0,1,0,38.741272,-9.146414,Lisboa,Avenida da República
31681,Nov,10,22,Friday,0,0,1,38.724576,-9.135331,Lisboa,Avenida Almirante Reis
31715,Nov,11,12,Saturday,0,0,1,38.716949,-9.136034,Lisboa,Ciclovia Martim Moniz
31724,Nov,11,13,Saturday,0,0,1,38.717476,-9.150649,Lisboa,Rua da Escola Politécnica
31784,Nov,12,3,Sunday,0,0,1,38.728076,-9.148458,Lisboa,Avenida Fontes Pereira de Melo
31801,Nov,12,11,Sunday,0,0,1,38.763247,-9.118681,Lisboa,Rua Cidade de Bissau
31813,Nov,12,13,Sunday,0,0,1,38.774023,-9.097456,Lisboa,Avenida Dom João II
31814,Nov,12,13,Sunday,0,0,1,38.72503,-9.185508,Lisboa,Autoestrada da Costa do Estoril
31856,Nov,12,21,Sunday,0,0,1,38.771964,-9.092504,Lisboa,Rua da Pimenta
33990,Dec,4,9,Monday,0,0,1,38.726905,-9.128398,Lisboa,Rua Mestre António Martins
33999,Dec,4,10,Monday,0,0,1,38.709118,-9.17778,Lisboa,Ponte 25 de Abril
34005,Dec,4,10,Monday,0,0,1,38.767665,-9.125578,Lisboa,Avenida Cidade do Porto
34028,Dec,4,13,Monday,0,0,1,38.709633,-9.135432,Lisboa,Rua de São Julião
34035,Dec,4,13,Monday,0,0,1,38.705615,-9.191893,Lisboa,Calçada Ernesto Silva
34062,Dec,4,19,Monday,0,0,1,38.77217,-9.092337,Lisboa,Rua da Pimenta
34118,Dec,5,15,Tuesday,0,0,1,38.777402,-9.117895,Lisboa,Rua 1º Cabo José Martins Silvestre
34126,Dec,5,17,Tuesday,0,0,1,38.728674,-9.156762,Lisboa,Rua Castilho
34131,Dec,5,17,Tuesday,0,0,1,38.743027,-9.198419,Lisboa,Estrada do Calhariz de Benfica
34160,Dec,6,7,Wednesday,0,0,1,38.694002,-9.210597,Lisboa,Avenida de Brasília
34163,Dec,6,7,Wednesday,0,0,1,38.72728,-9.158834,Lisboa,Rua da Artilharia 1
34217,Dec,6,17,Wednesday,0,0,1,38.751315,-9.197384,Lisboa,Avenida do Uruguai
34240,Dec,6,19,Wednesday,0,0,1,38.75888,-9.156162,Lisboa,Campo Grande
34242,Dec,6,20,Wednesday,0,0,1,38.772387,-9.056846,Lisboa,Vasco da Gama Bridge
34258,Dec,7,7,Thursday,0,0,1,38.769061,-9.179338,Lisboa,Estrada do Paço do Lumiar
34270,Dec,7,9,Thursday,0,0,1,38.710132,-9.135173,Lisboa,Rua da Madalena
34308,Dec,7,13,Thursday,0,0,1,38.761596,-9.110683,Lisboa,Rua Almada Negreiros
34310,Dec,7,13,Thursday,0,0,1,38.713642,-9.144438,Lisboa,Travessa da Água-da-Flor
34327,Dec,7,16,Thursday,0,0,3,38.764873,-9.177088,Lisboa,Azinhaga da Torre do Fato
34351,Dec,7,18,Thursday,0,0,1,38.723394,-9.148366,Lisboa,Avenida da Liberdade
34360,Dec,7,19,Thursday,0,0,1,38.698157,-9.224515,Lisboa,Rua Dom Jerónimo Osório
34367,Dec,7,20,Thursday,0,0,1,38.731087,-9.130851,Lisboa,Calçada do Poço dos Mouros
34374,Dec,7,22,Thursday,0,0,1,38.774067,-9.155603,Lisboa,Estrada da Torre
34377,Dec,7,22,Thursday,0,0,1,38.737068,-9.181574,Lisboa,Avenida 24 de Janeiro
34382,Dec,8,0,Friday,0,0,1,38.714616,-9.145905,Lisboa,Rua da Rosa
34386,Dec,8,2,Friday,0,0,1,38.71956,-9.209558,Lisboa,Autoestrada da Costa do Estoril
34398,Dec,8,9,Friday,0,0,1,38.773199,-9.10506,Lisboa,Praça José Queirós
34407,Dec,8,11,Friday,0,0,1,38.718528,-9.174832,Lisboa,Rua do Arco do Carvalhão
34436,Dec,8,18,Friday,0,0,2,38.71384,-9.161205,Lisboa,Rua da Estrela
34452,Dec,8,22,Friday,0,0,1,38.757522,-9.173466,Lisboa,Avenida General Norton de Matos/2ª Circular
34483,Dec,9,10,Saturday,0,0,2,38.769587,-9.124002,Lisboa,Avenida de Berlim
34490,Dec,9,11,Saturday,0,0,1,38.717994,-9.176514,Lisboa,Autoestrada do Sul
34528,Dec,9,18,Saturday,0,0,2,38.726454,-9.151238,Lisboa,Alameda Edgar Cardoso
34561,Dec,10,1,Sunday,0,0,1,38.707103,-9.13532,Lisboa,Praça do Comércio
34610,Dec,10,20,Sunday,0,0,1,38.715383,-9.137064,Lisboa,Rua da Palma
